MPG,Cilindraje,Desplazamiento,Caballos de fuerza,Peso,Aceleracion,Año modelo
1.1139433523068367,8,350.0,145.0,3988,13.0,3
1.404833716619938,5,183.0,77.0,3530,20.1,9
1.376576957056512,4,151.0,85.0,2855,17.6,8
1.4771212547196624,4,98.0,68.0,2155,16.5,8
1.534026106056135,4,105.0,70.0,2200,13.2,9
1.5705429398818975,4,86.0,65.0,2019,16.4,10
1.287801729930226,6,232.0,90.0,3210,17.2,8
1.3617278360175928,4,140.0,83.0,2639,17.0,5
1.2304489213782739,6,163.0,125.0,3140,13.6,8
1.146128035678238,8,318.0,150.0,4096,13.0,1
1.0791812460476249,8,383.0,180.0,4955,11.5,1
1.4471580313422192,4,98.0,80.0,2164,15.0,2
1.380211241711606,4,90.0,75.0,2108,15.5,4
1.5352941200427705,4,97.0,78.0,2188,15.8,10
1.3222192947339193,6,199.0,90.0,2648,15.0,0
1.1139433523068367,8,318.0,150.0,3940,13.2,6
1.1139433523068367,8,350.0,165.0,4274,12.0,2
1.5327543789924978,4,86.0,65.0,1975,15.2,9
1.255272505103306,6,250.0,105.0,3459,16.0,5
1.1903316981702914,8,400.0,190.0,4325,12.2,7
1.5563025007672873,4,105.0,74.0,1980,15.3,12
1.255272505103306,8,318.0,150.0,3436,11.0,0
1.3979400086720377,4,110.0,87.0,2672,17.5,0
1.1760912590556813,8,318.0,150.0,3777,12.5,3
1.3783979009481377,8,260.0,90.0,3420,22.2,9
1.424881636631067,4,151.0,84.0,2635,16.4,11
1.5717088318086876,4,91.0,69.0,2130,14.7,9
1.462397997898956,4,68.0,49.0,1867,19.5,3
1.2988530764097066,8,260.0,110.0,3365,15.5,8
1.2041199826559248,8,318.0,150.0,4190,13.0,6
1.380211241711606,4,134.0,96.0,2702,13.5,5
1.3053513694466237,6,232.0,90.0,3265,18.2,9
1.1613680022349748,8,351.0,152.0,4215,12.8,6
1.5185139398778875,4,91.0,53.0,1795,17.4,6
1.255272505103306,6,199.0,97.0,2774,15.5,0
1.5797835966168101,6,262.0,85.0,3015,17.0,12
1.4345689040341987,4,135.0,84.0,2490,15.7,11
1.146128035678238,8,350.0,165.0,4209,12.0,1
1.4842998393467859,4,98.0,63.0,2051,17.0,7
1.380211241711606,4,121.0,110.0,2660,14.0,3
1.5024271199844328,4,85.0,65.0,2020,19.2,9
1.2041199826559248,6,225.0,105.0,3439,15.5,1
1.3891660843645324,4,98.0,60.0,2164,22.1,6
1.4771212547196624,4,97.0,67.0,1985,16.4,7
1.414973347970818,4,79.0,67.0,1963,15.5,4
1.424881636631067,8,350.0,105.0,3725,19.0,11
1.380211241711606,4,107.0,90.0,2430,14.5,0
1.3502480183341627,6,231.0,110.0,3415,15.8,11
1.4313637641589874,4,97.0,88.0,2130,14.5,1
1.24551266781415,8,302.0,129.0,3725,13.4,9
1.2304489213782739,6,250.0,100.0,3329,15.5,1
1.1139433523068367,8,350.0,145.0,4055,12.0,6
1.146128035678238,8,340.0,160.0,3609,8.0,0
1.4313637641589874,4,112.0,88.0,2640,18.6,12
1.1760912590556813,8,302.0,130.0,4295,14.9,7
1.5327543789924978,4,91.0,68.0,1985,16.0,11
0.9542425094393249,8,304.0,193.0,4732,18.5,0
1.6683859166900001,4,86.0,65.0,2110,17.9,10
1.380211241711606,4,113.0,95.0,2278,15.5,2
1.414973347970818,4,108.0,93.0,2391,15.5,4
1.3222192947339193,6,155.0,107.0,2472,14.0,3
1.3053513694466237,6,200.0,85.0,2965,15.8,8
1.3010299956639813,6,156.0,122.0,2807,13.5,3
1.2966651902615312,6,200.0,85.0,2990,18.2,9
1.4742162640762553,4,89.0,62.0,1845,15.3,10
1.2304489213782739,8,260.0,110.0,4060,19.0,7
1.414973347970818,4,122.0,80.0,2451,16.5,4
1.3424226808222062,6,250.0,105.0,3353,14.5,6
1.1760912590556813,8,318.0,150.0,3399,11.0,3
1.414973347970818,4,156.0,92.0,2585,14.5,12
1.4393326938302626,4,134.0,95.0,2560,14.2,8
1.4983105537896004,4,98.0,68.0,2045,18.5,7
1.380211241711606,4,119.0,97.0,2545,17.0,5
1.4899584794248346,4,105.0,75.0,2230,14.5,8
1.1139433523068367,8,400.0,170.0,4746,12.0,1
1.4983105537896004,4,89.0,71.0,1990,14.9,8
1.3979400086720377,6,181.0,110.0,2945,16.4,12
1.3483048630481607,4,140.0,88.0,2890,17.3,9
1.1903316981702914,8,318.0,145.0,4140,13.7,7
1.3222192947339193,4,140.0,72.0,2401,19.5,3
1.3617278360175928,6,198.0,95.0,2904,16.0,3
1.2600713879850747,8,318.0,135.0,3830,15.2,9
1.1760912590556813,6,258.0,110.0,3730,19.0,5
1.3424226808222062,4,121.0,98.0,2945,14.5,5
1.146128035678238,8,351.0,153.0,4154,13.5,1
1.3521825181113625,6,232.0,90.0,3085,17.6,6
1.3138672203691535,6,225.0,110.0,3360,16.6,9
1.4842998393467859,4,97.0,78.0,2190,14.1,7
1.146128035678238,8,455.0,225.0,3086,10.0,0
1.2041199826559248,6,250.0,100.0,3781,17.0,4
1.414973347970818,4,91.0,70.0,1955,20.5,1
1.1903316981702914,8,351.0,142.0,4054,14.3,9
1.423245873936808,4,140.0,72.0,2565,13.6,6
1.3710678622717363,6,173.0,110.0,2725,12.6,11
1.380211241711606,4,116.0,75.0,2158,15.5,3
1.5797835966168101,4,105.0,63.0,2125,14.7,12
1.0791812460476249,8,350.0,160.0,4456,13.5,2
1.4456042032735976,4,156.0,105.0,2800,14.4,10
1.5092025223311027,4,97.0,67.0,2065,17.8,11
1.380211241711606,4,140.0,92.0,2865,16.4,12
1.510545010206612,4,108.0,75.0,2350,16.8,11
1.2041199826559248,8,304.0,150.0,3433,12.0,0
1.3053513694466237,8,302.0,139.0,3570,12.8,8
1.1139433523068367,8,400.0,150.0,4464,12.0,3
1.0413926851582251,8,429.0,208.0,4633,11.0,2
1.414973347970818,4,98.0,79.0,2255,17.7,6
1.307496037913213,5,131.0,103.0,2830,15.9,8
1.414973347970818,4,97.0,78.0,2300,14.5,4
1.5563025007672873,4,98.0,70.0,2125,17.3,12
1.1903316981702914,8,350.0,170.0,4165,11.4,7
1.5563025007672873,4,79.0,58.0,1825,18.6,7
1.505149978319906,4,135.0,84.0,2295,11.6,12
1.4913616938342726,4,76.0,52.0,1649,16.5,4
1.469822015978163,4,98.0,68.0,2135,16.6,8
1.2833012287035497,8,305.0,145.0,3425,13.2,8
1.3010299956639813,4,140.0,90.0,2408,19.5,2
1.0791812460476249,8,455.0,225.0,4951,11.0,3
1.414973347970818,4,121.0,113.0,2234,12.5,0
1.1139433523068367,8,350.0,150.0,4699,14.5,4
1.146128035678238,8,455.0,225.0,4425,10.0,0
1.3010299956639813,6,225.0,100.0,3651,17.7,6
1.2695129442179163,6,225.0,110.0,3620,18.7,8
1.3324384599156054,3,80.0,110.0,2720,13.5,7
1.255272505103306,6,171.0,97.0,2984,14.5,5
1.0,8,307.0,200.0,4376,15.0,0
1.4345689040341987,4,119.0,97.0,2300,14.7,8
1.2174839442139063,8,350.0,180.0,4380,12.1,6
1.1139433523068367,8,360.0,175.0,3821,11.0,3
1.146128035678238,8,302.0,137.0,4042,14.5,3
1.505149978319906,4,91.0,67.0,1965,15.7,12
1.4313637641589874,4,101.0,83.0,2202,15.3,6
1.4471580313422192,4,140.0,90.0,2264,15.5,1
1.3010299956639813,6,232.0,100.0,2914,16.0,5
1.1760912590556813,8,350.0,145.0,4440,14.0,5
1.3117538610557542,6,200.0,95.0,3155,18.2,8
1.4996870826184039,4,120.0,74.0,2635,18.3,11
1.334453751150931,4,121.0,115.0,2795,15.7,8
1.146128035678238,8,440.0,215.0,4312,8.5,0
1.6434526764861874,4,97.0,52.0,2130,24.6,12
1.515873843711679,4,78.0,52.0,1985,19.4,8
1.4913616938342726,4,79.0,67.0,2000,16.0,4
1.5763413502057928,4,89.0,62.0,2050,17.3,11
1.0791812460476249,8,400.0,167.0,4906,12.5,3
1.5250448070368452,4,85.0,70.0,1945,16.8,7
1.5563025007672873,4,120.0,88.0,2160,14.5,12
1.3424226808222062,4,121.0,76.0,2511,18.0,2
1.3222192947339193,6,231.0,110.0,3039,15.0,5
1.6464037262230695,4,90.0,48.0,2085,21.7,10
1.1760912590556813,6,250.0,100.0,3336,17.0,4
1.3979400086720377,4,104.0,95.0,2375,17.5,0
1.146128035678238,8,304.0,150.0,3672,11.5,3
1.3979400086720377,4,121.0,115.0,2671,13.5,5
1.3424226808222062,6,198.0,95.0,2833,15.5,0
1.255272505103306,6,258.0,110.0,2962,13.5,1
1.4116197059632303,4,156.0,92.0,2620,14.4,11
1.2041199826559248,8,400.0,170.0,4668,11.5,5
1.2430380486862944,8,318.0,140.0,4080,13.7,8
1.1760912590556813,8,350.0,145.0,4082,13.0,3
1.2671717284030137,6,250.0,110.0,3645,16.2,6
1.2576785748691846,6,258.0,120.0,3410,15.1,8
1.1139433523068367,8,318.0,150.0,3755,14.0,6
1.2041199826559248,8,318.0,150.0,4498,14.5,5
1.437750562820388,4,121.0,80.0,2670,15.0,9
1.255272505103306,6,225.0,95.0,3785,19.0,5
1.2430380486862944,8,305.0,140.0,4215,13.0,6
1.1760912590556813,8,390.0,190.0,3850,8.5,0
1.1139433523068367,8,302.0,129.0,3169,12.0,5
1.146128035678238,8,400.0,175.0,4464,11.5,1
1.568201724066995,4,119.0,92.0,2434,15.0,10
1.1139433523068367,8,302.0,130.0,3870,15.0,6
1.2787536009528289,6,250.0,88.0,3302,15.5,1
1.3242824552976926,4,134.0,95.0,2515,14.8,8
1.4313637641589874,4,97.0,88.0,2130,14.5,0
1.3617278360175928,4,115.0,95.0,2694,15.0,5
1.3979400086720377,4,90.0,71.0,2223,16.5,5
1.2041199826559248,8,400.0,230.0,4278,9.5,3
1.2174839442139063,6,168.0,120.0,3820,16.7,6
1.0413926851582251,8,400.0,150.0,4997,14.0,3
1.3617278360175928,4,97.0,54.0,2254,23.5,2
1.4913616938342726,4,79.0,67.0,1950,19.0,4
1.1760912590556813,8,318.0,150.0,4135,13.5,2
1.3424226808222062,6,146.0,97.0,2815,14.5,7
1.5314789170422551,4,112.0,88.0,2395,18.0,12
1.3010299956639813,4,114.0,91.0,2582,14.0,3
1.1139433523068367,8,400.0,175.0,5140,12.0,1
1.3053513694466237,6,200.0,88.0,3060,17.1,11
1.1903316981702914,8,304.0,120.0,3962,13.9,6
1.1139433523068367,8,302.0,140.0,4294,16.0,2
1.4471580313422192,4,90.0,75.0,2125,14.5,4
1.505149978319906,4,71.0,65.0,1836,21.0,4
1.4771212547196624,4,79.0,70.0,2074,19.5,1
1.404833716619938,6,168.0,116.0,2900,12.6,11
1.3180633349627615,6,200.0,85.0,3070,16.7,8
1.3324384599156054,6,231.0,115.0,3245,15.4,9
1.4471580313422192,4,97.0,75.0,2155,16.4,6
1.5289167002776547,4,97.0,67.0,2145,18.0,10
1.5797835966168101,4,91.0,67.0,1995,16.2,12
1.255272505103306,6,232.0,100.0,2945,16.0,3
1.3979400086720377,4,140.0,75.0,2542,17.0,4
1.507855871695831,4,108.0,75.0,2265,15.2,10
1.591064607026499,4,86.0,64.0,1875,16.4,11
1.255272505103306,8,307.0,130.0,3504,12.0,0
